instance_id,genre
520,Comedy
521,Soul
522,Folk
523,Alternative
524,Hip-Hop
525,Comedy
526,Movie
527,Alternative
528,Movie
529,Folk
530,Comedy
531,Ska
532,Hip-Hop
533,Folk
534,Alternative
535,Comedy
536,Blues
537,Alternative
538,Blues
539,Hip-Hop
540,Soul
541,Comedy
542,Electronic
543,Hip-Hop
544,Hip-Hop
545,Comedy
546,Folk
547,Electronic
548,Comedy
549,Hip-Hop
550,Movie
551,Movie
552,Soul
553,Ska
554,Folk
555,Hip-Hop
556,Folk
557,Folk
558,Alternative
559,Folk
560,Folk
561,Comedy
562,Soul
563,Children's Music
564,Comedy
565,Comedy
566,Movie
567,Comedy
568,Ska
569,Soul
570,Movie
571,Movie
572,Comedy
573,Movie
574,Comedy
575,Comedy
576,Folk
577,Alternative
578,Comedy
579,Comedy
580,Blues
581,Comedy
582,Alternative
583,Folk
584,Folk
585,Soul
586,Hip-Hop
587,Alternative
588,Folk
589,Electronic
590,Comedy
591,Folk
592,Movie
593,Electronic
594,Folk
595,Comedy
596,Hip-Hop
597,Soul
598,Electronic
599,Alternative
600,Blues
601,Electronic
602,Soul
603,Folk
604,Hip-Hop
605,Blues
606,Comedy
607,Alternative
608,Alternative
609,Folk
610,Hip-Hop
611,Ska
612,Ska
613,Ska
614,Ska
615,Comedy
616,Blues
617,Soul
618,Electronic
619,Blues
620,Hip-Hop
621,Ska
622,Ska
623,Ska
624,Hip-Hop
625,Soul
626,Blues
627,Comedy
628,Movie
629,Folk
630,Ska
631,Comedy
632,Comedy
633,Ska
634,Blues
635,Soul
636,Hip-Hop
637,Ska
638,Alternative
639,Folk
640,Hip-Hop
641,Ska
642,Folk
643,Hip-Hop
644,Electronic
645,Folk
646,Blues
647,Soul
648,Electronic
649,Soul
650,Comedy
651,Hip-Hop
652,Alternative
653,Comedy
654,Soul
655,Electronic
656,Hip-Hop
657,Electronic
658,Electronic
659,Children's Music
660,Comedy
661,Folk
662,Soul
663,Blues
664,Movie
665,Hip-Hop
666,Electronic
667,Hip-Hop
668,Soul
669,Hip-Hop
670,Ska
671,Folk
672,Movie
673,Ska
674,Hip-Hop
675,Soul
676,Folk
677,Hip-Hop
678,Folk
679,Soul
680,Blues
681,Alternative
682,Electronic
683,Soul
684,Movie
685,Electronic
686,Ska
687,Soul
688,Folk
689,Hip-Hop
690,Blues
691,Folk
692,Movie
693,Blues
694,Movie
695,Alternative
696,Movie
697,Hip-Hop
698,Hip-Hop
699,Comedy
700,Electronic
701,Folk
702,Blues
703,Soul
704,Comedy
705,Electronic
706,Soul
707,Ska
708,Movie
709,Soul
710,Soul
711,Electronic
712,Ska
713,Movie
714,Children's Music
715,Movie
716,Alternative
717,Electronic
718,Alternative
719,Movie
720,Folk
721,Comedy
722,Soul
723,Comedy
724,Electronic
725,Ska
726,Electronic
727,Comedy
728,Folk
729,Soul
730,Hip-Hop
731,Children's Music
732,Alternative
733,Ska
734,Blues
735,Blues
736,Electronic
737,Electronic
738,Comedy
739,Soul
740,Electronic
741,Comedy
742,Ska
743,Folk
744,Movie
745,Movie
746,Soul
747,Alternative
748,Hip-Hop
749,Soul
750,Movie
751,Blues
752,Alternative
753,Ska
754,Electronic
755,Alternative
756,Electronic
757,Comedy
758,Movie
759,Children's Music
760,Movie
761,Movie
762,Hip-Hop
763,Comedy
764,Movie
765,Hip-Hop
766,Ska
767,Ska
768,Comedy
769,Children's Music
770,Alternative
771,Alternative
772,Hip-Hop
773,Hip-Hop
774,Movie
775,Alternative
776,Movie
777,Children's Music
778,Alternative
779,Folk
780,Folk
781,Blues
782,Blues
783,Blues
784,Soul
785,Folk
786,Folk
787,Soul
788,Folk
789,Soul
790,Blues
791,Hip-Hop
792,Soul
793,Electronic
794,Electronic
795,Ska
796,Movie
797,Folk
798,Hip-Hop
799,Alternative
800,Alternative
801,Electronic
802,Soul
803,Comedy
804,Children's Music
805,Folk
806,Hip-Hop
807,Blues
808,Blues
809,Blues
810,Alternative
811,Comedy
812,Blues
813,Hip-Hop
814,Hip-Hop
815,Alternative
816,Folk
817,Electronic
818,Ska
819,Ska
820,Blues
821,Ska
822,Comedy
823,Children's Music
824,Folk
825,Alternative
826,Comedy
827,Blues
828,Soul
829,Blues
830,Electronic
831,Hip-Hop
832,Alternative
833,Soul
834,Alternative
835,Hip-Hop
836,Comedy
837,Comedy
838,Folk
839,Blues
840,Folk
841,Soul
842,Hip-Hop
843,Alternative
844,Hip-Hop
845,Electronic
846,Electronic
847,Electronic
848,Folk
849,Electronic
850,Hip-Hop
851,Ska
852,Alternative
853,Electronic
854,Electronic
855,Electronic
856,Comedy
857,Alternative
858,Ska
859,Comedy
860,Movie
861,Movie
862,Soul
863,Blues
864,Movie
865,Ska
866,Alternative
867,Alternative
868,Blues
869,Alternative
870,Soul
871,Movie
872,Ska
873,Ska
874,Hip-Hop
875,Folk
876,Soul
877,Comedy
878,Hip-Hop
879,Soul
880,Movie
881,Blues
882,Electronic
883,Blues
884,Alternative
885,Soul
886,Soul
887,Movie
888,Children's Music
889,Ska
890,Electronic
891,Alternative
892,Movie
893,Alternative
894,Comedy
895,Blues
896,Alternative
897,Alternative
898,Soul
899,Hip-Hop
900,Folk
901,Movie
902,Folk
903,Movie
904,Soul
905,Folk
906,Folk
907,Folk
908,Hip-Hop
909,Folk
910,Blues
911,Alternative
912,Movie
913,Blues
914,Ska
915,Soul
916,Ska
917,Folk
918,Hip-Hop
919,Alternative
920,Electronic
921,Movie
922,Movie
923,Folk
924,Ska
925,Soul
926,Ska
927,Movie
928,Soul
929,Hip-Hop
930,Comedy
931,Movie
932,Soul
933,Folk
934,Hip-Hop
935,Electronic
936,Soul
937,Children's Music
938,Soul
939,Blues
940,Comedy
941,Folk
942,Hip-Hop
943,Alternative
944,Folk
945,Soul
946,Hip-Hop
947,Folk
948,Blues
949,Comedy
950,Ska
951,Comedy
952,Alternative
953,Hip-Hop
954,Blues
955,Folk
956,Hip-Hop
957,Movie
958,Hip-Hop
959,Alternative
960,Soul
961,Folk
962,Folk
963,Ska
964,Soul
965,Folk
966,Ska
967,Electronic
968,Soul
969,Blues
970,Children's Music
971,Hip-Hop
972,Children's Music
973,Folk
974,Movie
975,Movie
976,Alternative
977,Folk
978,Hip-Hop
979,Comedy
980,Soul
981,Alternative
982,Blues
983,Blues
984,Alternative
985,Hip-Hop
986,Blues
987,Alternative
988,Electronic
989,Electronic
990,Ska
991,Soul
992,Comedy
993,Folk
994,Blues
995,Electronic
996,Comedy
997,Movie
998,Comedy
999,Alternative
1000,Soul
1001,Comedy
1002,Electronic
1003,Movie
1004,Comedy
1005,Comedy
1006,Folk
1007,Comedy
1008,Comedy
1009,Children's Music
1010,Movie
1011,Comedy
1012,Folk
1013,Ska
1014,Folk
1015,Hip-Hop
1016,Blues
1017,Comedy
1018,Ska
1019,Soul
1020,Ska
1021,Ska
1022,Folk
1023,Ska
1024,Soul
1025,Blues
1026,Folk
1027,Hip-Hop
1028,Folk
1029,Movie
1030,Soul
1031,Folk
1032,Comedy
1033,Folk
1034,Comedy
1035,Movie
1036,Electronic
1037,Comedy
1038,Children's Music
1039,Hip-Hop
1040,Ska
1041,Soul
1042,Alternative
1043,Alternative
1044,Ska
1045,Blues
1046,Soul
1047,Movie
1048,Folk
1049,Children's Music
1050,Alternative
1051,Ska
1052,Folk
1053,Ska
1054,Electronic
1055,Hip-Hop
1056,Ska
1057,Hip-Hop
1058,Electronic
1059,Children's Music
1060,Alternative
1061,Folk
1062,Movie
1063,Alternative
1064,Blues
1065,Alternative
1066,Hip-Hop
1067,Soul
1068,Alternative
1069,Electronic
1070,Folk
1071,Movie
1072,Hip-Hop
1073,Electronic
1074,Electronic
1075,Folk
1076,Comedy
1077,Alternative
1078,Comedy
1079,Blues
1080,Comedy
1081,Soul
1082,Comedy
1083,Folk
1084,Soul
1085,Ska
1086,Blues
1087,Comedy
1088,Soul
1089,Folk
1090,Soul
1091,Electronic
1092,Soul
1093,Hip-Hop
1094,Electronic
1095,Hip-Hop
1096,Hip-Hop
1097,Ska
1098,Folk
1099,Hip-Hop
1100,Hip-Hop
1101,Alternative
1102,Hip-Hop
1103,Hip-Hop
1104,Hip-Hop
1105,Children's Music
1106,Soul
1107,Comedy
1108,Ska
1109,Folk
1110,Comedy
1111,Ska
1112,Children's Music
1113,Folk
1114,Folk
1115,Folk
1116,Soul
1117,Blues
1118,Electronic
1119,Comedy
1120,Blues
1121,Alternative
1122,Alternative
1123,Hip-Hop
1124,Movie
1125,Blues
1126,Electronic
1127,Soul
1128,Soul
1129,Comedy
1130,Movie
1131,Blues
1132,Blues
1133,Movie
1134,Comedy
1135,Children's Music
1136,Movie
1137,Alternative
1138,Hip-Hop
1139,Hip-Hop
1140,Hip-Hop
1141,Electronic
1142,Folk
1143,Blues
1144,Blues
1145,Blues
1146,Folk
1147,Ska
1148,Electronic
1149,Blues
1150,Blues
1151,Ska
1152,Hip-Hop
1153,Blues
1154,Folk
1155,Alternative
1156,Comedy
1157,Soul
1158,Blues
1159,Comedy
1160,Comedy
1161,Hip-Hop
1162,Ska
1163,Folk
1164,Electronic
1165,Children's Music
1166,Hip-Hop
1167,Children's Music
1168,Hip-Hop
1169,Folk
1170,Folk
1171,Comedy
1172,Folk
1173,Ska
1174,Movie
1175,Movie
1176,Soul
1177,Soul
1178,Movie
1179,Folk
1180,Children's Music
1181,Folk
1182,Soul
1183,Blues
1184,Folk
1185,Comedy
1186,Electronic
1187,Electronic
1188,Hip-Hop
1189,Alternative
1190,Movie
1191,Alternative
1192,Hip-Hop
1193,Electronic
1194,Movie
1195,Hip-Hop
1196,Alternative
1197,Folk
1198,Alternative
1199,Electronic
1200,Folk
1201,Blues
1202,Soul
1203,Movie
1204,Hip-Hop
1205,Electronic
1206,Electronic
1207,Electronic
1208,Ska
1209,Folk
1210,Hip-Hop
1211,Hip-Hop
1212,Folk
1213,Folk
1214,Folk
1215,Comedy
1216,Blues
1217,Alternative
1218,Electronic
1219,Comedy
1220,Folk
1221,Comedy
1222,Hip-Hop
1223,Folk
1224,Comedy
1225,Movie
1226,Hip-Hop
1227,Alternative
1228,Electronic
1229,Folk
1230,Blues
1231,Soul
1232,Hip-Hop
1233,Hip-Hop
1234,Alternative
1235,Alternative
1236,Blues
1237,Electronic
1238,Electronic
1239,Children's Music
1240,Folk
1241,Ska
1242,Folk
1243,Alternative
1244,Movie
1245,Children's Music
1246,Alternative
1247,Comedy
1248,Children's Music
1249,Folk
1250,Folk
1251,Electronic
1252,Ska
1253,Alternative
1254,Blues
1255,Electronic
1256,Soul
1257,Ska
1258,Ska
1259,Children's Music
1260,Folk
1261,Soul
1262,Alternative
1263,Electronic
1264,Ska
1265,Comedy
1266,Children's Music
1267,Hip-Hop
1268,Soul
1269,Soul
1270,Ska
1271,Comedy
1272,Hip-Hop
1273,Alternative
1274,Movie
1275,Blues
1276,Comedy
1277,Comedy
1278,Comedy
1279,Blues
1280,Ska
1281,Soul
1282,Folk
1283,Blues
1284,Electronic
1285,Movie
1286,Folk
1287,Ska
1288,Folk
1289,Hip-Hop
1290,Ska
1291,Hip-Hop
1292,Comedy
1293,Soul
1294,Movie
1295,Hip-Hop
1296,Movie
1297,Soul
1298,Hip-Hop
1299,Soul
1300,Comedy
1301,Children's Music
1302,Electronic
1303,Movie
1304,Ska
1305,Folk
1306,Comedy
1307,Movie
1308,Comedy
1309,Alternative
1310,Soul
1311,Ska
1312,Soul
1313,Blues
1314,Children's Music
1315,Ska
1316,Alternative
1317,Blues
1318,Folk
1319,Movie
1320,Soul
1321,Electronic
1322,Alternative
1323,Alternative
1324,Movie
1325,Alternative
1326,Movie
1327,Movie
1328,Comedy
1329,Movie
1330,Ska
1331,Comedy
1332,Blues
1333,Movie
1334,Electronic
1335,Alternative
1336,Blues
1337,Soul
1338,Folk
1339,Folk
1340,Alternative
1341,Comedy
1342,Folk
1343,Blues
1344,Soul
1345,Ska
1346,Folk
1347,Movie
1348,Children's Music
1349,Folk
1350,Comedy
1351,Hip-Hop
1352,Alternative
1353,Movie
1354,Movie
1355,Electronic
1356,Blues
1357,Children's Music
1358,Comedy
1359,Folk
1360,Folk
1361,Blues
1362,Movie
1363,Alternative
1364,Blues
1365,Hip-Hop
1366,Soul
1367,Folk
1368,Blues
1369,Movie
1370,Comedy
1371,Soul
1372,Soul
1373,Alternative
1374,Movie
1375,Soul
1376,Folk
1377,Electronic
1378,Folk
1379,Alternative
1380,Hip-Hop
1381,Hip-Hop
1382,Folk
1383,Hip-Hop
1384,Children's Music
1385,Blues
1386,Folk
1387,Electronic
1388,Children's Music
1389,Electronic
1390,Alternative
1391,Alternative
1392,Alternative
1393,Movie
1394,Electronic
1395,Blues
1396,Hip-Hop
1397,Folk
1398,Alternative
1399,Hip-Hop
1400,Folk
1401,Blues
1402,Blues
1403,Ska
1404,Folk
1405,Children's Music
1406,Children's Music
1407,Movie
1408,Folk
1409,Comedy
1410,Comedy
1411,Comedy
1412,Movie
1413,Movie
1414,Electronic
1415,Blues
1416,Alternative
1417,Folk
1418,Movie
1419,Blues
1420,Blues
1421,Hip-Hop
1422,Soul
1423,Blues
1424,Blues
1425,Ska
1426,Comedy
1427,Folk
1428,Hip-Hop
1429,Blues
1430,Blues
1431,Soul
1432,Movie
1433,Alternative
1434,Alternative
1435,Electronic
1436,Soul
1437,Blues
1438,Movie
1439,Folk
1440,Soul
1441,Hip-Hop
1442,Electronic
1443,Soul
1444,Soul
1445,Blues
1446,Comedy
1447,Ska
1448,Ska
1449,Alternative
1450,Blues
1451,Children's Music
1452,Children's Music
1453,Hip-Hop
1454,Soul
1455,Movie
1456,Folk
1457,Alternative
1458,Alternative
1459,Electronic
1460,Folk
1461,Movie
1462,Ska
1463,Folk
1464,Folk
1465,Blues
1466,Ska
1467,Alternative
1468,Blues
1469,Electronic
1470,Electronic
1471,Ska
1472,Folk
1473,Movie
1474,Children's Music
1475,Folk
1476,Ska
1477,Electronic
1478,Folk
1479,Hip-Hop
1480,Comedy
1481,Soul
1482,Folk
1483,Ska
1484,Folk
1485,Electronic
1486,Folk
1487,Blues
1488,Children's Music
1489,Electronic
1490,Electronic
1491,Electronic
1492,Hip-Hop
1493,Movie
1494,Alternative
1495,Folk
1496,Soul
1497,Electronic
1498,Soul
1499,Soul
1500,Movie
1501,Alternative
1502,Blues
1503,Hip-Hop
1504,Hip-Hop
1505,Blues
1506,Comedy
1507,Folk
1508,Electronic
1509,Ska
1510,Folk
1511,Alternative
1512,Ska
1513,Ska
1514,Blues
1515,Electronic
1516,Blues
1517,Alternative
1518,Soul
1519,Comedy
1520,Children's Music
1521,Movie
1522,Alternative
1523,Movie
1524,Hip-Hop
1525,Hip-Hop
1526,Hip-Hop
1527,Folk
1528,Soul
1529,Folk
1530,Comedy
1531,Folk
1532,Folk
1533,Blues
1534,Movie
1535,Folk
1536,Hip-Hop
1537,Comedy
1538,Folk
1539,Children's Music
1540,Movie
1541,Hip-Hop
1542,Soul
1543,Children's Music
1544,Movie
1545,Hip-Hop
1546,Comedy
1547,Comedy
1548,Ska
1549,Movie
1550,Folk
1551,Hip-Hop
1552,Movie
1553,Alternative
1554,Folk
1555,Movie
1556,Ska
1557,Ska
1558,Movie
1559,Electronic
1560,Hip-Hop
1561,Hip-Hop
1562,Comedy
1563,Electronic
1564,Folk
1565,Hip-Hop
1566,Comedy
1567,Ska
1568,Movie
1569,Ska
1570,Hip-Hop
1571,Folk
1572,Comedy
1573,Movie
1574,Blues
1575,Ska
1576,Ska
1577,Movie
1578,Folk
1579,Blues
1580,Movie
1581,Hip-Hop
1582,Electronic
1583,Ska
1584,Folk
1585,Electronic
1586,Folk
1587,Alternative
1588,Movie
1589,Electronic
1590,Blues
1591,Blues
1592,Comedy
1593,Alternative
1594,Folk
1595,Blues
1596,Electronic
1597,Movie
1598,Movie
1599,Hip-Hop
1600,Movie
1601,Folk
1602,Blues
1603,Ska
1604,Electronic
1605,Blues
1606,Blues
1607,Folk
1608,Comedy
1609,Electronic
1610,Alternative
1611,Comedy
1612,Soul
1613,Hip-Hop
1614,Comedy
1615,Ska
1616,Soul
1617,Folk
1618,Movie
1619,Soul
1620,Comedy
1621,Hip-Hop
1622,Soul
1623,Folk
1624,Soul
1625,Ska
1626,Ska
1627,Folk
1628,Electronic
1629,Children's Music
1630,Electronic
1631,Folk
1632,Comedy
1633,Comedy
1634,Ska
1635,Electronic
1636,Comedy
1637,Folk
1638,Electronic
1639,Alternative
1640,Folk
1641,Soul
1642,Folk
1643,Hip-Hop
1644,Alternative
1645,Folk
1646,Folk
1647,Ska
1648,Hip-Hop
1649,Blues
1650,Alternative
1651,Comedy
1652,Soul
1653,Alternative
1654,Movie
1655,Soul
1656,Folk
1657,Blues
1658,Children's Music
1659,Alternative
1660,Movie
1661,Movie
1662,Blues
1663,Soul
1664,Alternative
1665,Movie
1666,Children's Music
1667,Movie
1668,Ska
1669,Soul
1670,Folk
1671,Hip-Hop
1672,Hip-Hop
1673,Soul
1674,Ska
1675,Comedy
1676,Hip-Hop
1677,Comedy
1678,Hip-Hop
1679,Movie
1680,Folk
1681,Electronic
1682,Electronic
1683,Electronic
1684,Ska
1685,Hip-Hop
1686,Comedy
1687,Hip-Hop
1688,Hip-Hop
1689,Comedy
1690,Blues
1691,Comedy
1692,Ska
1693,Hip-Hop
1694,Ska
1695,Electronic
1696,Electronic
1697,Folk
1698,Soul
1699,Alternative
1700,Folk
1701,Alternative
1702,Ska
1703,Soul
1704,Folk
1705,Soul
1706,Blues
1707,Folk
1708,Folk
1709,Soul
1710,Comedy
1711,Ska
1712,Children's Music
1713,Ska
1714,Ska
1715,Alternative
1716,Hip-Hop
1717,Blues
1718,Comedy
1719,Comedy
1720,Comedy
1721,Comedy
1722,Folk
1723,Blues
1724,Ska
1725,Hip-Hop
1726,Ska
1727,Soul
1728,Hip-Hop
1729,Hip-Hop
1730,Hip-Hop
1731,Alternative
1732,Blues
1733,Ska
1734,Soul
1735,Comedy
1736,Blues
1737,Comedy
1738,Children's Music
1739,Comedy
1740,Electronic
1741,Folk
1742,Hip-Hop
1743,Movie
1744,Blues
1745,Electronic
1746,Movie
1747,Electronic
1748,Folk
1749,Ska
1750,Comedy
1751,Hip-Hop
1752,Hip-Hop
1753,Folk
1754,Blues
1755,Hip-Hop
1756,Hip-Hop
1757,Ska
1758,Blues
1759,Alternative
1760,Soul
1761,Alternative
1762,Hip-Hop
1763,Hip-Hop
1764,Blues
1765,Alternative
1766,Comedy
1767,Hip-Hop
1768,Electronic
1769,Movie
1770,Folk
1771,Folk
1772,Movie
1773,Soul
1774,Alternative
1775,Ska
1776,Hip-Hop
1777,Ska
1778,Electronic
1779,Alternative
1780,Children's Music
1781,Comedy
1782,Movie
1783,Soul
1784,Blues
1785,Alternative
1786,Soul
1787,Comedy
1788,Movie
1789,Folk
1790,Ska
1791,Folk
1792,Ska
1793,Alternative
1794,Soul
1795,Movie
1796,Soul
1797,Hip-Hop
1798,Electronic
1799,Ska
1800,Ska
1801,Hip-Hop
1802,Folk
1803,Blues
1804,Alternative
1805,Ska
1806,Soul
1807,Hip-Hop
1808,Blues
1809,Comedy
1810,Alternative
1811,Alternative
1812,Hip-Hop
1813,Folk
1814,Ska
1815,Folk
1816,Ska
1817,Blues
1818,Ska
1819,Electronic
1820,Folk
1821,Comedy
1822,Children's Music
1823,Hip-Hop
1824,Hip-Hop
1825,Folk
1826,Electronic
1827,Folk
1828,Hip-Hop
1829,Alternative
1830,Electronic
1831,Electronic
1832,Alternative
1833,Hip-Hop
1834,Alternative
1835,Movie
1836,Blues
1837,Folk
1838,Hip-Hop
1839,Children's Music
1840,Children's Music
1841,Alternative
1842,Children's Music
1843,Hip-Hop
1844,Hip-Hop
1845,Hip-Hop
1846,Soul
1847,Folk
1848,Alternative
1849,Folk
1850,Ska
1851,Soul
1852,Soul
1853,Electronic
1854,Alternative
1855,Soul
1856,Folk
1857,Hip-Hop
1858,Alternative
1859,Hip-Hop
1860,Folk
1861,Blues
1862,Soul
1863,Folk
1864,Soul
1865,Alternative
1866,Ska
1867,Electronic
1868,Soul
1869,Soul
1870,Soul
1871,Soul
1872,Comedy
1873,Blues
1874,Hip-Hop
1875,Alternative
1876,Hip-Hop
1877,Folk
1878,Electronic
1879,Comedy
1880,Children's Music
1881,Folk
1882,Blues
1883,Hip-Hop
1884,Blues
1885,Comedy
1886,Folk
1887,Soul
1888,Electronic
1889,Electronic
1890,Alternative
1891,Alternative
1892,Movie
1893,Movie
1894,Comedy
1895,Children's Music
1896,Folk
1897,Soul
1898,Folk
1899,Movie
1900,Movie
1901,Comedy
1902,Comedy
1903,Comedy
